"工事名","工事番号","請負金額（本工事）","請負金額（追加・各戸）","実行予算時利益率","大工種コード","大工種名称","中工種コード","中工種名称","小工種コード","小工種名称","元積原価","実行予算額（1回目）","取極め金額（税抜）","支払先業者コード","支払先業者名称","出面","注文書番号","月別原価金額1","原価発生月1","月別原価金額2","原価発生月2","月別原価金額3","原価発生月3","月別原価金額4","原価発生月4","月別原価金額5","原価発生月5","月別原価金額6","原価発生月6","月別原価金額7","原価発生月7","月別原価金額8","原価発生月8"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","J001","バルコニー防水工事","J010","塗膜防水","J100","塗膜防水(外注費)","0","0","0","0800409","株式会社クワノ技建","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","-368600","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","J001","バルコニー防水工事","J010","塗膜防水","J100","塗膜防水(外注費)","81200","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","J001","バルコニー防水工事","J010","塗膜防水","J101","塗膜防水(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","J001","バルコニー防水工事","J040","ｼｰﾄ防水","J400","ｼｰﾄ防水(外注費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","J001","バルコニー防水工事","J040","ｼｰﾄ防水","J401","ｼｰﾄ防水(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","K001","廊下･階段防水工事","K010","塗膜防水","K100","塗膜防水(外注費)","2843500","3056300","3056300","0522043","有限会社義人総建","0","0000017859","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","3056300","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","K001","廊下･階段防水工事","K040","ｼｰﾄ防水","K400","ｼｰﾄ防水(外注費)","3837900","3892000","3892000","0522043","有限会社義人総建","17","0000017859","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","3892000","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","K001","廊下･階段防水工事","K010","塗膜防水","K100","塗膜防水(外注費)","62300","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","K001","廊下･階段防水工事","K010","塗膜防水","K101","塗膜防水(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","K001","廊下･階段防水工事","K040","ｼｰﾄ防水","K400","ｼｰﾄ防水(外注費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","K001","廊下･階段防水工事","K040","ｼｰﾄ防水","K401","ｼｰﾄ防水(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","P001","その他防水工事","P010","塗膜防水","P100","塗膜防水(外注費)","1539000","1556560","1556560","0522043","有限会社義人総建","0","0000017859","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","P001","その他防水工事","P010","塗膜防水","P100","塗膜防水(外注費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","P001","その他防水工事","P010","塗膜防水","P101","塗膜防水(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","2525000","3351500","2851450","0522043","有限会社義人総建","27","0000017859","0","2025/01","0","2025/02","600000","2025/03","90000","2025/04","0","2025/05","690000","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","500000","0","527000","0528044","小林鉄工所","0","0000018274","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","527000","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","0","0","0","0528044","小林鉄工所","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","30000","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q050","電気設備工事","Q500","電気設備(外注費)","3285050","2000000","2000000","0528071","有限会社近藤電設","0","0000017816","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","0","0","0","0528071","有限会社近藤電設","2","","0","2025/01","0","2025/02","0","2025/03","108000","2025/04","0","2025/05","54000","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","0","0","0","0800177","株式会社ミリオンアルミ販売","0","","0","2025/01","0","2025/02","155000","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","0","0","90000","0800273","GOOD　MAN　COMPANY株式会社","4","","0","2025/01","0","2025/02","0","2025/03","90000","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","0","0","75000","0800331","株式会社トラストホーム","1","","0","2025/01","0","2025/02","0","2025/03","25000","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q050","電気設備工事","Q500","電気設備(外注費)","100000","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q050","電気設備工事","Q501","電気設備(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q900","建築雑(外注費)","300000","200000","425000","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Q001","建築工事","Q090","建築雑工事","Q901","建築雑(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","S001","クリーニング工事","S010","ｸﾘｰﾆﾝｸﾞ工事","S100","ｸﾘｰﾆﾝｸﾞ(外注費)","607100","477250","477250","0522043","有限会社義人総建","0","0000017859","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","S001","クリーニング工事","S010","ｸﾘｰﾆﾝｸﾞ工事","S100","ｸﾘｰﾆﾝｸﾞ(外注費)","150000","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","S001","クリーニング工事","S010","ｸﾘｰﾆﾝｸﾞ工事","S101","ｸﾘｰﾆﾝｸﾞ(材料費)","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z020","委託代理人","","","1","4000000","0","0522043","有限会社義人総建","0","","0","2025/01","100","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z060","委託代理人","","","100","0","4000000","0522043","有限会社義人総建","43","0000017859","10","2025/01","0","2025/02","600000","2025/03","660000","2025/04","540000","2025/05","540000","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z060","委託代理人","","","1000","0","4000000","0522043","有限会社義人総建","43","0000017859","1","2025/01","2","2025/02","3","2025/03","4","2025/04","5","2025/05","6","2025/06","7","2025/07","8","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","0","0","0","0680006","ヤマト運輸本社　ヤマト運輸株式会社横浜主管支店","0","","0","2025/01","1304","2025/02","0","2025/03","655","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","0","0","0","0830055","ソロエルアリーナ（株式会社マツザキ）","0","","0","2025/01","0","2025/02","1926","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","0","0","0","9999990","給与配賦","0","","0","2025/01","0","2025/02","13130","2025/03","122228","2025/04","210960","2025/05","169189","2025/06","36141","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","0","0","0","9999991","社内振替","0","","13000","2025/01","38490","2025/02","13341","2025/03","3000","2025/04","750","2025/05","300","2025/06","750","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","0","0","0","9999994","仕訳データ","0","","0","2025/01","986469","2025/02","92273","2025/03","368121","2025/04","10821","2025/05","24039","2025/06","18928","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z050","賃借料(駐車場)","","","0","0","0","9999994","仕訳データ","0","","0","2025/01","684415","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","0","0","0","9999995","ＥＸ経費","0","","0","2025/01","4983","2025/02","1391","2025/03","0","2025/04","364","2025/05","182","2025/06","1182","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z010","諸経費","","","22480000","2680000","2249920","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z020","委託代理人","","","0","0","0","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
"オーベル練馬スマーティア　大規模修繕工事","9000730269-001","82000000","5634000","8.6","Z001","経費","Z050","賃借料(駐車場)","","","1680000","1747000","1747000","","","0","","0","2025/01","0","2025/02","0","2025/03","0","2025/04","0","2025/05","0","2025/06","0","2025/07","0","2025/08"
